coordinate qsharp lift
170 4945191723035438214285978994797258704500144428482435717243993637688278259327018381594071376185341019483917993613/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
171 5365012867642252739168522761328546308495960589881130543753108617989206857866272484446717357910023200485552717549/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
172 -1803827099808485536314102348966785176713025646914311974543408621075028875757430450309727126296210115145416660013/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
173 2407174390464277335859504343237579649237543808496628485380612377793221492123590979441090550044420729862150476603/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
174 0 0
175 -4084927174597539016574164391750712421341654781743865347218939395453530666026949937166051211047262245128553272785/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
176 -709039957127201478494211674915484142790085180376953431987000130161417372040880639618690655515282451688120641399/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
177 -668690208250248396041202805445207235888333145585961504028096202639761563714435862120636964549997948024321211755/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
178 4741150844367674944244416379050200399415649752658848388173151957531196980304646022364917450859099681492156469755/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
179 470821578786403129256785568838390822053516494975129710400904705791714024106754679357507936694437351981907584338/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
180 -470821578786403129256785568838390822053516494975129710400904705791714024106754679357507936694437351981907584338/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
181 -3688268896450985783629611473473121117103867282970855685607619162767116160109198118871833853760660586262644939959/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
182 0 0
183 -2954228497328845645197524383849178482179597115239085420809306669122421529358652354008929652563664265151779231603/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
184 5426356166009292923655784654911569205012367711418231642779896813660471866990670159119544019265135357226585630837/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
185 -1390031186449562758596137721568046871945921208831618846240348817252311309896952064950837186759286674934462089889/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 1
186 -6986872522391701352537464349757554609851479975199421103433385426354242236584808153008834864881807939134331428253/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
187 847139039856293501980971628794795653987808498806934283272453294453838935719011494986699797094296523108431593308/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
188 -2890568745359474973416665780946054859674661452473900773195660860327863895183504665499269726746897556905078538836/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
189 -8009781862967629093718394984622411938194809350509727731426607869375548154722641425345450634951569246504811622507/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
190 16772370377641690661000890920184368634213828297814903275559237483494631977852255466306215420249362793137352448749/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
191 5083396028213576761007526435235693885285070451962589604915053825045718578456996754414408650164083682427664352857/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
192 -3439337118054029831390396967542523853265089799882296358304374833189064164400946845465259288222262615662878423070/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
193 -5161602978723195778135824391175422782437909744292016248957595919132207515836016347125322158632375489973914396761/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
194 3340705489593371778220917222714153428531436772323221123500625569940414957694824343159734553686701989503938181605/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
195 3958414756146143728014337844725554416233834151586772626231196368750090679252775395354868585166173907462127262852/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
196 -4589671750072730455201138376345612569627457362808488434503274105727141086026937568052739197643257033789211438011/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
197 8830837246359139175226222145248002517773538402412870178315965044452716850490218020468707819471324447715507677385/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
198 -70095178668088101617781738571042426937771827524180634927044762123939393294959080149608972798812317278776386801/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
199 -3827677770803839500360576637484766612929630138458613602082862692279951723717794061378015281566989950221451407301/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
200 -3864438788748500510083083408363384544906038112143702436731879237791630817443057776216847005330121764753882270166/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
201 13168337671176976156189002439601716532362135596364829874762654581514248016256014658535370929388502499436631267605/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
202 -2954228497328845645197524383849178482179597115239085420809306669122421529358652354008929652563664265151779231603/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
203 -2119879202002845403125629023558073159968052047724731931823129863465352023754801031706857423703810516343839840709/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
204 -1923247031267802492012376031609537344489483953243114381168922145131320702674707209511875649210020745142116082692/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
205 6537333070242891959024986770399887926444218429590620939268851168811496602979033571891990959332590879465278741445/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
206 -4434272244878161372171800936752818594231518135483585468598919732413113945621031092405014317172629204246968413882/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
207 -442698990351369323561508795538358560698638230367196396692856247850037245168514048422591446806516506119886933265/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
208 -2057556697151862252475288804129768130378423255813324795677031830330652381821640936400203571929793951618261691869/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
209 -3356725656601359692654685072364075195390632153045879789024928619518930900595379806779573191745972244831454292443/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
210 -4809759334157858060133821836120172948838017708481963886712463990819206204739700745447539227362029001103872634977/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
211 -885700255610609519993549609979556564164482855423920039960102153833013157087186485158417427474105294263178611849/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
212 -18351443076745664775701217895534631138863643059051570061446335910274094238443379592377925460477840200615686717767/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
213 4283592081218827035468889259240020989799905685519088539000231690122273395607432217669384677146850609207290418297/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
214 7182309602020629688749428273158341056001236781399923779697018772346289767245638024134410132794018716949338824798/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
215 5717127512648796595495679412948088656058519777171048330206416811014159440065295206266246845754041124186882475089/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
216 -1296309429240305100419554900224926382295180993768521745987553981351460787364977935439991673847180321869934697222/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
217 1197672307289576932655037889735595810128604783674715463069562375655828249686856649319773204323176132279170657995/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
218 5506243190939849218213109733171209759482593963994658008306669202642155329781463017632338342988062002374949604674/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
219 -4873984559804544242325536886822542870691493258209575981206560584666405254237154508083119157229407245280962477394/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
220 -696166648165295674935670449067919553035536477105980240995365084077273719983772842104405513712902123833095412238/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
221 0 0
222 847139039856293501980971628794795653987808498806934283272453294453838935719011494986699797094296523108431593308/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
223 0 0
224 -1750547223376539725203917026061376282426835156277489425548723567783716607452105400023110388068589597374827476147/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
225 -6774601304098055764191372679878301745701706577622146949969214408019288267079878338955466319641366998338553127023/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
226 -6567788894406322528683139664759656490457833047946308723036002687431921703145793295796619855216129258527614350926/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
227 13570971915070267519713466991456586980537724082871968268696875179474436000718514423511953625503433914674346540641/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
228 -8628565954459555610582975948793217110090392617485355213312836402920357116152910169172145756735620728529868663837/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -1
229 -4693691464201201048631066111260189511741582095088677334675287732128370151241614876238681715498073225476817073282/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -1
230 -7040315313638533552526971948580347894487851488259692288763111373057795344310561219411431159398025253240238253720/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
231 900823821630181082649061081932740804217483234094445883407063807867648477286305081834684997742093379733901030599/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
232 -7648155177803713222350742801231053850150824439526888960063168841244308434692039805591853970788708304923704322161/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
233 -3046421703175375009414095862112478509283680430830495315581580055782372072541790852863791739221190351392415778003/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
234 -8157040432061902456582377269971422513474273913856749068903501361217504654462672293173782149634234804168507299391/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
235 20059313122504342902056403053374445491088126334236032937983001811085883856198129027089934804512077429403270705741/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
236 -3668967073943845382734835279722175932409871560954342425724734891745421245287393021682261848173745385651162024181/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
237 -1167603044165448829835572760312898994931786478677488213547137583818199723333875635673266660928025971144497955701/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
238 470821578786403129256785568838390822053516494975129710400904705791714024106754679357507936694437351981907584338/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
239 4090593796511832371424410362284322136559783152234814410306636389805859671148108970913992839977701390476767065161/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
240 -2410484061050324602890285048919418330005027597037751237250287706591447980593078279399083780363140877509226995301/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
241 0 0
242 -1390031186449562758596137721568046871945921208831618846240348817252311309896952064950837186759286674934462089889/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
243 0 0
244 -11963871361888615054960093362110034091898522784386150203235099241518910104501274847375466175373211457766066752051/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
245 -578593286233648000868404193052742497575374981603846272016099544744127176656906234796963219115149298037059891469/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
246 785843506769099383390198315596282505212233589838672657950325762643834325838890797943293526531666394374848533375/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
247 2925226602107576595400221341713370478469607493580730313953585844785928770404917831107138662362713434976560211801/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
248 3167281344780576595046560342624298289112196288362924817953409170961482703652982074044851749753611296810153195509/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
249 7175472124103697885174667181677113668909151293189015539825846112122401350714117387146553036804521758840236047001/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
250 2966384218602910813104585655220465957363265954117194484543423424427325078867470327205605680622780565470197325532/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
251 -3879807472018426144900940959134995814632868042088169672682258922714503515887215951764423467642946787444021645099/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
252 1390031186449562758596137721568046871945921208831618846240348817252311309896952064950837186759286674934462089889/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
253 -21155322392816703089759557483045885230580960448651884013363183475361462519160035400064272520989218221045713471423/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -1
254 2908928570648896947590590724988218728449354145350774428092402757827642101751791954444441712455747573526641020089/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
255 4709696627959182410034356230391930378351697080274825906906612437614833776513716287172840374973820154553115085685/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
256 -4809759334157858060133821836120172948838017708481963886712463990819206204739700745447539227362029001103872634977/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
257 -3849884416571695842217512717702771475556703393041090511134545607619892928635188071238262910368817811389809359120/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
258 3323625479404221555591041918200323582135073310176824184667515666328766610564481772654497550009550693005783569099/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
259 4719779339257266906595251361091360602598788880264602636524712868966849834217534571793645629295026326456123628157/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
260 -8163878580573064086133318182103967073495214492820617310210734401413843506917649480720011268409010503848405816927/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
261 815394860780928002552057854227675955795563156346203998265140094292389786860868442648149187241855814597901849834/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
262 7589203551357558153089924849366178589102143543752631335119591775663318996763881151247849190553577997962320064909/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
263 -4091439445539209680893683719485640232775432841895584193617759034839338481443649130150167943237501026531635037956/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
264 1784195406017701191465255250195656272550570659671036206927532637238368403791945655456127948004995816512258690885/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 1
265 2547895341356206903090671260120757278702753616588964018374698430821514799841349742009404241208916433644585754054/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
266 -847139039856293501980971628794795653987808498806934283272453294453838935719011494986699797094296523108431593308/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
267 4221606757568175418563834822448243560913076341929298824679692714852380795573870318388191127203540370183349481792/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
268 -5679904570277134263108934392745972822758164894078083006448016322286267076483852683350142459042052299806825609217/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 1
269 3337958874372051625976038242371512472691199144571205264563539212481609847923595339655609119177983048223719047221/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
270 2410484061050324602890285048919418330005027597037751237250287706591447980593078279399083780363140877509226995301/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
271 2799219463405610408717769526253820050007342474132848189247375619009897569863560172761730487161113210061410765673/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
272 -5670757964002788233184604619343846371887740236650590448624100617347237592345717435470334785366293699646140257852/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
273 -1016921130292233201732710665970401984248487629633034230957821950538476582138836366767566331895963639184046252575/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
274 -2480644969764297581217307503099083280240828469487671196791827149211108005376813542470487743516377871464564599509/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
275 3974687488981536294859581276914059901176785657224485097148948499974935054381493295516862085769077575613856463090/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 1
276 -4868627337935523885816801104736927487057732255861224607772228281773467249648440536543926736844143583412724489447/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
277 -17400884867904849833315126342213588496553801153002560380299894621677242735331007848489130288443957326943831797461/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
278 1117191534347868172041264609697645295942095130085580426373187707934203588494419772849287225635590512884103198619/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
279 1370987172722683554179949770440942876175752356178520269779949692137260778909608831821342734445966503985997179217/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
280 -11267024543176339320571978600766078070682825522363331822131997092319004229951260557103287642444745865031000382831/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
281 -1431645368313781190446954176201297181400432998389973377593831472281651220475258419079737537809189755082055394828/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
282 -10391683155564734926858531830735503344692643289022395466932484154269574530385392683311920031226982364958332816568/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
283 7763700382406606954557254268955850639649821019846236360410602847141705731114507523599554650962431983939054234527/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
284 8277782043322642020087086169247864438206240411156469068064663826946485613947179892840482441965982435053203090730/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
285 -5911030728121320689088267631824035602825924259416356187473173215408090740763189788460252914014730344893313392586/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
286 -2298357118860454099017978324856983092212707479429598720072734085035103736547396375967794795699624354478892057188/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
287 -592892365971972963889998008710759703671176682225290159989716141720020718572117219171241627586154904835246322663/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
288 -615388643597494698581886386442032695539371602416049420319250442231235555639088520687409123075334132972369483409/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
289 -14891686819808440017848794396122044218052960495472479294485996599033274040752175236795627584726994756699173860043/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
290 11570043277272040828346547167364308833277154730730848439728581998486644825230343885855752553073712866465757510196/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
291 -5384815156962512522627089403705459034405098985259640082611553831903067728393736057894071436002148567933062354850/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
292 7834780444858185070279467214876348072658053829022359965163243059237190598454107573574571972752034207143562509214/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
293 -11884788285887109221567420362160692424517082977934301081198624118237304978163374499140156957538704567935629283175/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
294 11916449208054348684102723817678939948938631675808244176570656012210806401783307598764339490428932028771714503261/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
295 2255156191037340307969609739219964333479606007045755935583098225112443069335361250406192775429684673311671670467/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
296 3692895560504725933091149081234142033921145476689091181732789482386810227843838790451731416582235200946502621477/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 1
297 -1048771974244415708894061509407357193487448736389498497145294657069734452143836634104013783259089175751999092588/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
298 -5955893678004715403188005454900232008181019961988050439885641152400326018740605907867393601339797100024431123905/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
299 -8638606887443636868924267307583015745476297673235013087495167043584248971494821377581505085634372787096018555609/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
300 4446982059169207642209717844191081687950341414932900555302922518052286503723875900339476339376694503503414476567/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 1
301 24843391389628589326177293437202192608171611583680654856009441817177170948495610834656699744871044683090267875707/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
302 -5937488924313631922960857467382581337172742193362922363234203801047148226016417221160210189275307700706696349447/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
303 3115006572353259277958138058330427782284441950103300246394982674580763612839975739826377549521702752069763111487/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
304 -1768739156479482244932533671147774443886932895626992419330271495018801823969012959820344108239393124437566334162/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
305 -525951329000043138156684554512615859636617382136517664491409560558170546258295365058683215363825311381914572125/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
306 2410484061050324602890285048919418330005027597037751237250287706591447980593078279399083780363140877509226995301/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
307 6562015671995429202869463373287402970596571241669053800179734575616317789548112174977082551666498224120414806911/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
308 -5000455147860719243529941297960286557522324703569960743047594705846290720645094858615136195335945938919711815029/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
309 1524971323562117984427440992052896536628899000485205490990132643278328831689000299996434880360376021224543048116/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
310 7895341456527037980694594034832895262434474899839166609604831755882829312674244409309486647820308672402262936207/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
311 3712910279997688720945749276508996775366836733683133109804722896960320183477747398519749810006685993455756552273/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
312 16582168826918743779073605318913153863023281728595584414848343352434966287726430614686460423449078831374286873003/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
313 -4965363237912565993181966670129110575391235742188574913122878179655356272900332664009184513129292621307796239415/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
314 4060574547026025313118224725049000325038028528773228162336370233115938628936271291851445117901634520901107613185/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
315 5098965115504700819485675743471159053016271169206664680488859231432278632211717936560152078659191456956761236113/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
316 -17960244352672699766998944862143472353392595308738589679624485857920942738137490774629417033637775040004937762339/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
317 9477014184021541096751583347109302338473436956515816772120802299078968216791405048374375696457197506180884398377/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
318 -6758811990237068343144898260827040973465296439615873892538551720210739937042936498272319155173196098986126071563/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
319 -9706219759318572280344387669325711108310488700841351987648176824238598104581100822116590219384935883824292481973/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
320 77088334705651087923365640898095832161161203131012790619576864755380102154502458857567411734737850283441869243/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
321 -80933079985286380731658834639178370149723767456082039923452257176103157922844468885149157221763567821961565188/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
322 5100548523739239925323051094365666964033188106611402644504951054359006329353302634116011739305955549743621076783/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
323 3326927384976851158733881653753538462411208616980537120641411121093990814546978682944920745577842707890840319159/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -1
324 -455491016881905655055512561780048428381426727518038162328211878162961981899005937341010831908253662686989575540/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
325 -18396099664094192599648312131571876956082502070160711701212174285723659596579182197154359086621586303918582035889/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
326 16384173911940746484724996923794461078646015590276273607808646864418560105122828147866595517227861237046684676237/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
327 -661594547736502699469474473688720172731681399898025391027062287866678848936615722935410120507777739469519409120/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
328 1066447301603870111706137198503311722824338961242256719665293139595068196449433360483834440304429949740637072951/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
329 9273696967511081698212400042293185836843979296495124586800191785699187823723451441260548747093060207402947496015/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
330 -5679372913595959907925742800523847908182808557293210894825665240736681684073882866283125450701939419310511901007/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
331 633630795208078692216187964229829892794995870607099101637829051588386861663296447047964677094361241148797013969/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
332 4943193849923068909935037542381909752416777332108053814336281283702027170113690188433323272170270560722883389205/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 1
333 -1296479335859025322931560693857324913916637881647193285754371061782393776394353931313475823578717668525509517863/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
334 3556461651973026195811978922595019702411403521228425256573084339120090485236022259588882029571309785987061489380/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
335 -28919838393961343420411450661952903598973347878456749313100271592929569954678939190400106525706772322747919621929/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
336 8261388706534413535036551077108889507309217740615843160073599780610210350586826352735624376023264882207324309847/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
337 9329264005541982740762172284617838310548475809406239804942607218421734939639046785222455596705888826485957309111/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
338 -7885093358419469454356475686072002749186657435506902085989164273825075330003318543780224137426325096033083467979/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
339 4346562176644437269570113592645924878105601697867436874003206072002322276970008668775692066666563462354778141257/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
340 4327857576532076827587381121857600581445543338081146402255926269978223627880503267278838480026345554847322174077/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
341 -10538815162273282239467747213443331091326599276297985056120188327430117910739164355311100231256729010639952619235/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
342 18131651812525002933504538563203184754337209334707096382113066980801148530099480988583387534171755730427642043122/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
343 -12766420683962337887250180293161486818541452315136539096065864338273937021220477424679798473884634089840284483476/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
344 -4549840634476053185536026366492751430797100684346701271507819170687311240411529522129624542105114816783917407449/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
