570 228
483 95 1
483 108 -1
483 103 1
483 142 -1
483 141 1
483 166 -1
483 168 -1
483 167 1
483 166 -1
483 150 -1
483 199 -1
483 198 1
483 225 -1
484 51 1
484 25 -1
484 84 -1
484 90 -1
484 85 -1
484 82 1
484 103 -1
484 108 1
484 141 -1
484 142 1
484 167 -1
484 165 -1
484 166 1
484 163 -1
484 170 -1
484 198 -1
484 199 1
484 222 -1
485 47 1
485 37 -1
485 86 -1
485 83 -1
485 87 -1
485 94 1
485 91 -1
485 105 1
485 144 -1
485 144 1
485 148 -1
485 161 -1
485 162 1
485 155 -1
485 156 -1
485 200 -1
485 200 1
485 206 -1
486 35 1
486 42 -1
486 87 -1
486 88 -1
486 86 -1
486 99 1
486 105 -1
486 91 1
486 143 -1
486 143 1
486 162 -1
486 149 -1
486 148 1
486 154 -1
486 151 -1
486 201 -1
486 201 1
486 218 -1
487 36 1
487 52 -1
487 83 -1
487 81 -1
487 88 -1
487 109 1
487 112 -1
487 82 1
487 140 -1
487 145 1
487 152 -1
487 150 -1
487 139 1
487 164 -1
487 157 -1
487 197 -1
487 202 1
487 207 -1
488 41 1
488 34 -1
488 90 -1
488 79 -1
488 90 -1
488 91 1
488 98 -1
488 98 1
488 146 -1
488 147 1
488 156 -1
488 155 -1
488 156 1
488 156 -1
488 149 -1
488 204 -1
488 203 1
488 211 -1
489 40 1
489 48 -1
489 89 -1
489 69 -1
489 89 -1
489 105 1
489 97 -1
489 97 1
489 147 -1
489 146 1
489 151 -1
489 154 -1
489 151 1
489 151 -1
489 161 -1
489 203 -1
489 204 1
489 212 -1
490 37 1
490 47 -1
490 92 -1
490 92 -1
490 99 -1
490 104 1
490 88 -1
490 104 1
490 155 -1
490 156 1
490 143 -1
490 151 -1
490 154 1
490 137 -1
490 145 -1
490 206 -1
490 205 1
490 205 -1
491 33 1
491 33 -1
491 91 -1
491 98 -1
491 98 -1
491 90 1
491 99 -1
491 79 1
491 156 -1
491 155 1
491 149 -1
491 147 -1
491 146 1
491 148 -1
491 148 -1
491 205 -1
491 206 1
491 200 -1
492 28 1
492 27 -1
492 82 -1
492 108 -1
492 108 -1
492 84 1
492 100 -1
492 90 1
492 166 -1
492 165 1
492 153 -1
492 142 -1
492 141 1
492 159 -1
492 169 -1
492 196 -1
492 207 1
492 202 -1
493 48 1
493 40 -1
493 97 -1
493 94 -1
493 105 -1
493 97 1
493 69 -1
493 94 1
493 161 -1
493 162 1
493 147 -1
493 162 -1
493 161 1
493 142 -1
493 136 -1
493 211 -1
493 208 1
493 213 -1
494 52 1
494 36 -1
494 96 -1
494 113 -1
494 110 -1
494 93 1
494 80 -1
494 93 1
494 168 -1
494 167 1
494 145 -1
494 166 -1
494 165 1
494 144 -1
494 138 -1
494 210 -1
494 209 1
494 196 -1
495 27 1
495 28 -1
495 95 -1
495 103 -1
495 111 -1
495 85 1
495 109 -1
495 89 1
495 167 -1
495 168 1
495 150 -1
495 141 -1
495 142 1
495 139 -1
495 139 -1
495 209 -1
495 210 1
495 197 -1
496 30 1
496 29 -1
496 94 -1
496 105 -1
496 104 -1
496 86 1
496 92 -1
496 83 1
496 162 -1
496 161 1
496 155 -1
496 144 -1
496 144 1
496 149 -1
496 155 -1
496 208 -1
496 211 1
496 203 -1
497 29 1
497 30 -1
497 99 -1
497 91 -1
497 92 -1
497 87 1
497 104 -1
497 88 1
497 148 -1
497 149 1
497 154 -1
497 143 -1
497 143 1
497 161 -1
497 154 -1
497 213 -1
497 212 1
497 204 -1
498 34 1
498 41 -1
498 98 -1
498 99 -1
498 91 -1
498 98 1
498 79 -1
498 99 1
498 149 -1
498 148 1
498 146 -1
498 148 -1
498 149 1
498 141 -1
498 126 -1
498 212 -1
498 213 1
498 208 -1
499 56 1
499 43 -1
499 103 -1
499 106 -1
499 112 -1
499 100 1
499 96 -1
499 102 1
499 170 -1
499 169 1
499 164 -1
499 170 -1
499 169 1
499 170 -1
499 168 -1
499 217 -1
499 214 1
499 215 -1
500 45 1
500 50 -1
500 102 -1
500 111 -1
500 107 -1
500 107 1
500 111 -1
500 110 1
500 163 -1
500 164 1
500 163 -1
500 159 -1
500 158 1
500 157 -1
500 153 -1
500 216 -1
500 215 1
500 214 -1
501 46 1
501 55 -1
501 101 -1
501 96 -1
501 106 -1
501 112 1
501 101 -1
501 107 1
501 164 -1
501 163 1
501 160 -1
501 160 -1
501 157 1
501 153 -1
501 164 -1
501 215 -1
501 216 1
501 221 -1
502 55 1
502 46 -1
502 100 -1
502 102 -1
502 113 -1
502 103 1
502 95 -1
502 106 1
502 169 -1
502 170 1
502 159 -1
502 169 -1
502 170 1
502 160 -1
502 167 -1
502 214 -1
502 217 1
502 220 -1
503 32 1
503 32 -1
503 105 -1
503 97 -1
503 97 -1
503 89 1
503 94 -1
503 69 1
503 151 -1
503 154 1
503 161 -1
503 146 -1
503 147 1
503 162 -1
503 162 -1
503 219 -1
503 218 1
503 201 -1
504 42 1
504 35 -1
504 104 -1
504 104 -1
504 94 -1
504 92 1
504 83 -1
504 92 1
504 154 -1
504 151 1
504 144 -1
504 156 -1
504 155 1
504 138 -1
504 140 -1
504 218 -1
504 219 1
504 219 -1
505 50 1
505 45 -1
505 107 -1
505 110 -1
505 102 -1
505 102 1
505 110 -1
505 111 1
505 158 -1
505 159 1
505 158 -1
505 164 -1
505 163 1
505 169 -1
505 152 -1
505 221 -1
505 220 1
505 217 -1
506 43 1
506 56 -1
506 106 -1
506 95 -1
506 101 -1
506 113 1
506 107 -1
506 101 1
506 159 -1
506 158 1
506 157 -1
506 157 -1
506 160 1
506 167 -1
506 158 -1
506 220 -1
506 221 1
506 216 -1
507 31 1
507 26 -1
507 109 -1
507 82 -1
507 93 -1
507 83 1
507 113 -1
507 81 1
507 139 -1
507 150 1
507 168 -1
507 145 -1
507 140 1
507 158 -1
507 160 -1
507 223 -1
507 222 1
507 199 -1
508 38 1
508 54 -1
508 108 -1
508 109 -1
508 82 -1
508 111 1
508 90 -1
508 100 1
508 150 -1
508 139 1
508 141 -1
508 152 -1
508 153 1
508 136 -1
508 146 -1
508 222 -1
508 223 1
508 224 -1
509 25 1
509 51 -1
509 111 -1
509 100 -1
509 95 -1
509 108 1
509 89 -1
509 109 1
509 153 -1
509 152 1
509 142 -1
509 139 -1
509 150 1
509 126 -1
509 147 -1
509 225 -1
509 224 1
509 223 -1
510 26 1
510 31 -1
510 110 -1
510 112 -1
510 96 -1
510 88 1
510 93 -1
510 80 1
510 152 -1
510 153 1
510 165 -1
510 140 -1
510 145 1
510 150 -1
510 165 -1
510 224 -1
510 225 1
510 198 -1
511 44 1
511 49 -1
511 113 -1
511 101 -1
511 100 -1
511 106 1
511 106 -1
511 95 1
511 160 -1
511 157 1
511 170 -1
511 158 -1
511 159 1
511 152 -1
511 159 -1
511 227 -1
511 226 1
511 227 -1
512 49 1
512 44 -1
512 112 -1
512 107 -1
512 103 -1
512 101 1
512 102 -1
512 96 1
512 157 -1
512 160 1
512 169 -1
512 163 -1
512 164 1
512 168 -1
512 163 -1
512 226 -1
512 227 1
512 226 -1
513 2 1
513 2 -1
513 5 1
513 5 -1
513 3 1
513 0 -1
513 58 -1
513 59 -1
513 57 -1
513 63 -1
513 63 1
513 63 1
513 60 1
513 60 -1
513 60 1
513 63 1
513 60 1
513 115 1
513 115 -1
513 116 1
513 114 1
513 114 -1
513 120 -1
513 120 -1
513 116 1
513 119 1
513 120 1
513 114 1
513 116 1
513 173 1
513 173 -1
513 171 -1
513 171 1
513 176 1
513 176 -1
514 6 1
514 9 -1
514 4 1
514 6 -1
514 8 1
514 15 -1
514 57 -1
514 63 -1
514 58 -1
514 71 -1
514 57 1
514 58 1
514 63 1
514 65 -1
514 66 1
514 74 1
514 76 1
514 114 1
514 114 -1
514 124 1
514 115 1
514 122 -1
514 114 -1
514 115 -1
514 114 1
514 128 1
514 122 1
514 129 1
514 134 1
514 181 1
514 172 -1
514 175 -1
514 172 1
514 175 1
514 174 -1
515 5 1
515 0 -1
515 0 1
515 2 -1
515 0 1
515 5 -1
515 63 -1
515 60 -1
515 63 -1
515 57 -1
515 58 1
515 57 1
515 59 1
515 57 -1
515 57 1
515 57 1
515 63 1
515 120 1
515 116 -1
515 119 1
515 120 1
515 119 -1
515 115 -1
515 114 -1
515 115 1
515 120 1
515 114 1
515 119 1
515 114 1
515 176 1
515 171 -1
515 176 -1
515 173 1
515 171 1
515 173 -1
516 1 1
516 8 -1
516 1 1
516 8 -1
516 15 1
516 21 -1
516 60 -1
516 57 -1
516 62 -1
516 58 -1
516 61 1
516 61 1
516 65 1
516 72 -1
516 65 1
516 75 1
516 72 1
516 117 1
516 119 -1
516 118 1
516 119 1
516 117 -1
516 118 -1
516 118 -1
516 118 1
516 130 1
516 123 1
516 135 1
516 125 1
516 175 1
516 175 -1
516 181 -1
516 174 1
516 172 1
516 172 -1
517 8 1
517 10 -1
517 10 1
517 1 -1
517 5 1
517 8 -1
517 61 -1
517 65 -1
517 61 -1
517 73 -1
517 60 1
517 62 1
517 57 1
517 62 -1
517 73 1
517 71 1
517 61 1
517 118 1
517 118 -1
517 123 1
517 118 1
517 123 -1
517 117 -1
517 119 -1
517 119 1
517 117 1
517 116 1
517 122 1
517 128 1
517 180 1
517 174 -1
517 172 -1
517 175 1
517 181 1
517 179 -1
518 0 1
518 5 -1
518 2 1
518 0 -1
518 6 1
518 2 -1
518 62 -1
518 58 -1
518 60 -1
518 60 -1
518 62 1
518 60 1
518 58 1
518 63 -1
518 63 1
518 60 1
518 57 1
518 119 1
518 117 -1
518 114 1
518 117 1
518 116 -1
518 119 -1
518 117 -1
518 117 1
518 115 1
518 117 1
518 116 1
518 119 1
518 171 1
518 176 -1
518 173 -1
518 176 1
518 173 1
518 171 -1
519 3 1
519 6 -1
519 6 1
519 3 -1
519 2 1
519 3 -1
519 59 -1
519 62 -1
519 59 -1
519 62 -1
519 59 1
519 59 1
519 62 1
519 59 -1
519 62 1
519 58 1
519 59 1
519 116 1
519 120 -1
519 120 1
519 116 1
519 120 -1
519 116 -1
519 116 -1
519 120 1
519 114 1
519 119 1
519 117 1
519 115 1
519 177 1
519 177 -1
519 177 -1
519 177 1
519 177 1
519 177 -1
520 16 1
520 16 -1
520 19 1
520 19 -1
520 10 1
520 7 -1
520 66 -1
520 74 -1
520 70 -1
520 78 -1
520 77 1
520 78 1
520 68 1
520 67 -1
520 67 1
520 78 1
520 67 1
520 123 1
520 129 -1
520 130 1
520 127 1
520 121 -1
520 134 -1
520 135 -1
520 131 1
520 132 1
520 135 1
520 121 1
520 130 1
520 187 1
520 187 -1
520 178 -1
520 178 1
520 190 1
520 190 -1
521 14 1
521 3 -1
521 3 1
521 15 -1
521 19 1
521 14 -1
521 65 -1
521 71 -1
521 65 -1
521 59 -1
521 68 1
521 76 1
521 64 1
521 76 -1
521 59 1
521 61 1
521 65 1
521 122 1
521 122 -1
521 115 1
521 122 1
521 115 -1
521 125 -1
521 133 -1
521 132 1
521 124 1
521 130 1
521 128 1
521 118 1
521 172 1
521 181 -1
521 180 -1
521 179 1
521 174 1
521 175 -1
522 21 1
522 1 -1
522 8 1
522 21 -1
522 4 1
522 1 -1
522 64 -1
522 77 -1
522 72 -1
522 65 -1
522 64 1
522 72 1
522 77 1
522 61 -1
522 58 1
522 59 1
522 62 1
522 121 1
522 127 -1
522 117 1
522 129 1
522 118 -1
522 121 -1
522 129 -1
522 127 1
522 118 1
522 128 1
522 115 1
522 120 1
522 174 1
522 180 -1
522 179 -1
522 180 1
522 179 1
522 181 -1
523 15 1
523 4 -1
523 9 1
523 14 -1
523 1 1
523 6 -1
523 68 -1
523 64 -1
523 76 -1
523 66 -1
523 65 1
523 65 1
523 71 1
523 58 -1
523 71 1
523 62 1
523 58 1
523 125 1
523 132 -1
523 122 1
523 133 1
523 124 -1
523 122 -1
523 122 -1
523 122 1
523 116 1
523 115 1
523 120 1
523 117 1
523 179 1
523 179 -1
523 174 -1
523 181 1
523 180 1
523 180 -1
524 9 1
524 25 -1
524 26 1
524 4 -1
524 9 1
524 23 -1
524 67 -1
524 70 -1
524 75 -1
524 84 -1
524 71 1
524 71 1
524 61 1
524 66 -1
524 82 1
524 86 1
524 83 1
524 124 1
524 133 -1
524 139 1
524 132 1
524 126 -1
524 128 -1
524 128 -1
524 128 1
524 131 1
524 129 1
524 137 1
524 144 1
524 196 1
524 185 -1
524 182 -1
524 182 1
524 197 1
524 186 -1
525 27 1
525 14 -1
525 15 1
525 52 -1
525 26 1
525 20 -1
525 69 -1
525 85 -1
525 79 -1
525 72 -1
525 93 1
525 109 1
525 93 1
525 83 -1
525 61 1
525 76 1
525 66 1
525 126 1
525 136 -1
525 128 1
525 136 1
525 125 -1
525 150 -1
525 166 -1
525 165 1
525 147 1
525 141 1
525 134 1
525 124 1
525 185 1
525 196 -1
525 183 -1
525 183 1
525 186 1
525 197 -1
526 17 1
526 24 -1
526 18 1
526 22 -1
526 48 1
526 47 -1
526 72 -1
526 73 -1
526 64 -1
526 77 -1
526 89 1
526 89 1
526 69 1
526 105 -1
526 69 1
526 94 1
526 105 1
526 129 1
526 123 -1
526 147 1
526 121 1
526 127 -1
526 146 -1
526 146 -1
526 147 1
526 155 1
526 156 1
526 161 1
526 162 1
526 204 1
526 204 -1
526 206 -1
526 184 1
526 189 1
526 189 -1
527 4 1
527 12 -1
527 11 1
527 9 -1
527 22 1
527 52 -1
527 71 -1
527 61 -1
527 71 -1
527 74 -1
527 67 1
527 75 1
527 70 1
527 79 -1
527 81 1
527 108 1
527 109 1
527 128 1
527 128 -1
527 140 1
527 128 1
527 129 -1
527 124 -1
527 132 -1
527 133 1
527 144 1
527 138 1
527 166 1
527 150 1
527 197 1
527 182 -1
527 197 -1
527 185 1
527 182 1
527 185 -1
528 20 1
528 15 -1
528 14 1
528 23 -1
528 52 1
528 27 -1
528 70 -1
528 78 -1
528 66 -1
528 61 -1
528 88 1
528 83 1
528 80 1
528 109 -1
528 72 1
528 90 1
528 79 1
528 127 1
528 121 -1
528 125 1
528 123 1
528 128 -1
528 145 -1
528 140 -1
528 145 1
528 139 1
528 139 1
528 141 1
528 146 1
528 182 1
528 197 -1
528 196 -1
528 186 1
528 185 1
528 182 -1
529 19 1
529 7 -1
529 7 1
529 16 -1
529 13 1
529 19 -1
529 77 -1
529 68 -1
529 78 -1
529 70 -1
529 66 1
529 70 1
529 74 1
529 70 -1
529 70 1
529 70 1
529 78 1
529 134 1
529 131 -1
529 133 1
529 135 1
529 133 -1
529 123 -1
529 127 -1
529 129 1
529 134 1
529 127 1
529 133 1
529 121 1
529 190 1
529 178 -1
529 190 -1
529 187 1
529 178 1
529 187 -1
530 18 1
530 38 -1
530 31 1
530 24 -1
530 53 1
530 50 -1
530 78 -1
530 67 -1
530 77 -1
530 85 -1
530 83 1
530 88 1
530 81 1
530 110 -1
530 95 1
530 96 1
530 113 1
530 135 1
530 130 -1
530 159 1
530 134 1
530 136 -1
530 140 -1
530 145 -1
530 140 1
530 169 1
530 152 1
530 164 1
530 168 1
530 216 1
530 202 -1
530 216 -1
530 188 1
530 202 1
530 188 -1
531 13 1
531 37 -1
531 33 1
531 13 -1
531 23 1
531 34 -1
531 76 -1
531 66 -1
531 68 -1
531 87 -1
531 76 1
531 68 1
531 66 1
531 80 -1
531 99 1
531 91 1
531 98 1
531 133 1
531 124 -1
531 149 1
531 125 1
531 138 -1
531 133 -1
531 125 -1
531 124 1
531 141 1
531 126 1
531 148 1
531 156 1
531 206 1
531 189 -1
531 204 -1
531 189 1
531 204 1
531 184 -1
532 7 1
532 19 -1
532 16 1
532 7 -1
532 21 1
532 16 -1
532 75 -1
532 72 -1
532 67 -1
532 67 -1
532 75 1
532 67 1
532 72 1
532 78 -1
532 78 1
532 67 1
532 70 1
532 132 1
532 125 -1
532 121 1
532 124 1
532 130 -1
532 132 -1
532 124 -1
532 125 1
532 123 1
532 124 1
532 130 1
532 133 1
532 178 1
532 190 -1
532 187 -1
532 190 1
532 187 1
532 178 -1
533 10 1
533 42 -1
533 32 1
533 10 -1
533 24 1
533 48 -1
533 73 -1
533 75 -1
533 74 -1
533 86 -1
533 73 1
533 74 1
533 75 1
533 81 -1
533 94 1
533 105 1
533 97 1
533 130 1
533 135 -1
533 161 1
533 131 1
533 137 -1
533 130 -1
533 131 -1
533 135 1
533 142 1
533 136 1
533 162 1
533 151 1
533 218 1
533 191 -1
533 203 -1
533 191 1
533 203 1
533 192 -1
534 11 1
534 23 -1
534 20 1
534 12 -1
534 34 1
534 35 -1
534 74 -1
534 76 -1
534 73 -1
534 75 -1
534 90 1
534 90 1
534 79 1
534 91 -1
534 79 1
534 99 1
534 91 1
534 131 1
534 134 -1
534 146 1
534 130 1
534 135 -1
534 147 -1
534 147 -1
534 146 1
534 154 1
534 151 1
534 149 1
534 148 1
534 203 1
534 203 -1
534 218 -1
534 192 1
534 191 1
534 191 -1
535 28 1
535 22 -1
535 17 1
535 53 -1
535 56 1
535 43 -1
535 79 -1
535 84 -1
535 69 -1
535 68 -1
535 101 1
535 106 1
535 96 1
535 113 -1
535 80 1
535 107 1
535 110 1
535 136 1
535 126 -1
535 145 1
535 126 1
535 131 -1
535 158 -1
535 163 -1
535 164 1
535 167 1
535 158 1
535 157 1
535 158 1
535 202 1
535 216 -1
535 217 -1
535 193 1
535 188 1
535 202 -1
536 30 1
536 21 -1
536 21 1
536 48 -1
536 40 1
536 30 -1
536 81 -1
536 86 -1
536 81 -1
536 76 -1
536 105 1
536 97 1
536 97 1
536 97 -1
536 76 1
536 83 1
536 81 1
536 138 1
536 137 -1
536 134 1
536 138 1
536 134 -1
536 162 -1
536 154 -1
536 151 1
536 149 1
536 155 1
536 144 1
536 140 1
536 191 1
536 218 -1
536 213 -1
536 194 1
536 192 1
536 203 -1
537 29 1
537 13 -1
537 13 1
537 34 -1
537 41 1
537 29 -1
537 80 -1
537 87 -1
537 80 -1
537 64 -1
537 91 1
537 98 1
537 98 1
537 98 -1
537 64 1
537 88 1
537 80 1
537 137 1
537 138 -1
537 132 1
537 137 1
537 132 -1
537 148 -1
537 155 -1
537 156 1
537 161 1
537 154 1
537 143 1
537 145 1
537 189 1
537 206 -1
537 208 -1
537 195 1
537 184 1
537 204 -1
538 52 1
538 11 -1
538 12 1
538 27 -1
538 18 1
538 4 -1
538 93 -1
538 93 -1
538 109 -1
538 81 -1
538 69 1
538 79 1
538 85 1
538 75 -1
538 74 1
538 65 1
538 71 1
538 150 1
538 165 -1
538 129 1
538 166 1
538 140 -1
538 126 -1
538 136 -1
538 136 1
538 125 1
538 131 1
538 118 1
538 122 1
538 186 1
538 183 -1
538 186 -1
538 196 1
538 183 1
538 196 -1
539 23 1
539 26 -1
539 25 1
539 20 -1
539 14 1
539 9 -1
539 88 -1
539 80 -1
539 83 -1
539 82 -1
539 70 1
539 66 1
539 78 1
539 71 -1
539 84 1
539 73 1
539 75 1
539 145 1
539 145 -1
539 126 1
539 140 1
539 139 -1
539 127 -1
539 123 -1
539 121 1
539 122 1
539 118 1
539 123 1
539 135 1
539 183 1
539 186 -1
539 185 -1
539 197 1
539 196 1
539 183 -1
540 32 1
540 39 -1
540 36 1
540 42 -1
540 30 1
540 38 -1
540 85 -1
540 89 -1
540 84 -1
540 108 -1
540 92 1
540 99 1
540 92 1
540 87 -1
540 111 1
540 112 1
540 107 1
540 142 1
540 142 -1
540 163 1
540 141 1
540 166 -1
540 149 -1
540 156 -1
540 155 1
540 136 1
540 146 1
540 152 1
540 157 1
540 220 1
540 205 -1
540 199 -1
540 198 1
540 207 1
540 201 -1
541 33 1
541 49 -1
541 44 1
541 37 -1
541 29 1
541 25 -1
541 84 -1
541 90 -1
541 85 -1
541 103 -1
541 104 1
541 94 1
541 104 1
541 86 -1
541 100 1
541 82 1
541 108 1
541 141 1
541 141 -1
541 153 1
541 142 1
541 167 -1
541 161 -1
541 151 -1
541 154 1
541 126 1
541 147 1
541 139 1
541 166 1
541 210 1
541 219 -1
541 198 -1
541 199 1
541 215 1
541 200 -1
542 31 1
542 30 -1
542 48 1
542 38 -1
542 45 1
542 36 -1
542 86 -1
542 83 -1
542 87 -1
542 91 -1
542 102 1
542 107 1
542 111 1
542 102 -1
542 90 1
542 109 1
542 82 1
542 143 1
542 144 -1
542 141 1
542 144 1
542 148 -1
542 159 -1
542 164 -1
542 163 1
542 164 1
542 157 1
542 150 1
542 139 1
542 198 1
542 215 -1
542 210 -1
542 200 1
542 219 1
542 199 -1
543 26 1
543 29 -1
543 34 1
543 25 -1
543 54 1
543 56 -1
543 87 -1
543 88 -1
543 86 -1
543 105 -1
543 82 1
543 108 1
543 108 1
543 111 -1
543 89 1
543 106 1
543 95 1
543 144 1
543 143 -1
543 142 1
543 143 1
543 162 -1
543 139 -1
543 165 -1
543 166 1
543 170 1
543 168 1
543 170 1
543 159 1
543 199 1
543 207 -1
543 220 -1
543 201 1
543 205 1
543 198 -1
544 24 1
544 46 -1
544 45 1
544 18 -1
544 12 1
544 53 -1
544 83 -1
544 81 -1
544 88 -1
544 112 -1
544 78 1
544 77 1
544 67 1
544 69 -1
544 101 1
544 103 1
544 106 1
544 140 1
544 140 -1
544 160 1
544 145 1
544 152 -1
544 135 -1
544 134 -1
544 130 1
544 143 1
544 137 1
544 167 1
544 170 1
544 217 1
544 188 -1
544 202 -1
544 202 1
544 216 1
544 193 -1
545 12 1
545 47 -1
545 47 1
545 11 -1
545 16 1
545 12 -1
545 90 -1
545 79 -1
545 90 -1
545 98 -1
545 74 1
545 73 1
545 76 1
545 73 -1
545 98 1
545 84 1
545 90 1
545 147 1
545 146 -1
545 156 1
545 147 1
545 156 -1
545 131 -1
545 130 -1
545 134 1
545 127 1
545 133 1
545 126 1
545 141 1
545 213 1
545 192 -1
545 191 -1
545 203 1
545 218 1
545 194 -1
546 22 1
546 35 -1
546 35 1
546 17 -1
546 7 1
546 22 -1
546 89 -1
546 69 -1
546 89 -1
546 97 -1
546 72 1
546 64 1
546 73 1
546 64 -1
546 97 1
546 85 1
546 89 1
546 146 1
546 147 -1
546 151 1
546 146 1
546 151 -1
546 129 -1
546 121 -1
546 123 1
546 135 1
546 121 1
546 136 1
546 142 1
546 208 1
546 184 -1
546 189 -1
546 204 1
546 206 1
546 195 -1
547 42 1
547 53 -1
547 28 1
547 32 -1
547 25 1
547 39 -1
547 92 -1
547 92 -1
547 99 -1
547 88 -1
547 85 1
547 84 1
547 89 1
547 82 -1
547 110 1
547 100 1
547 102 1
547 149 1
547 155 -1
547 158 1
547 156 1
547 143 -1
547 142 -1
547 141 -1
547 142 1
547 165 1
547 166 1
547 153 1
547 169 1
547 215 1
547 198 -1
547 207 -1
547 205 1
547 199 1
547 219 -1
548 34 1
548 33 -1
548 37 1
548 29 -1
548 11 1
548 13 -1
548 91 -1
548 98 -1
548 98 -1
548 99 -1
548 80 1
548 80 1
548 87 1
548 68 -1
548 87 1
548 77 1
548 68 1
548 148 1
548 156 -1
548 138 1
548 155 1
548 149 -1
548 137 -1
548 137 -1
548 138 1
548 133 1
548 134 1
548 127 1
548 131 1
548 195 1
548 195 -1
548 184 -1
548 206 1
548 208 1
548 208 -1
549 25 1
549 44 -1
549 49 1
549 26 -1
549 37 1
549 33 -1
549 82 -1
549 108 -1
549 108 -1
549 100 -1
549 87 1
549 86 1
549 88 1
549 94 -1
549 103 1
549 69 1
549 85 1
549 139 1
549 166 -1
549 167 1
549 165 1
549 153 -1
549 144 -1
549 143 -1
549 143 1
549 148 1
549 148 1
549 147 1
549 136 1
549 224 1
549 201 -1
549 205 -1
549 207 1
549 220 1
549 223 -1
550 47 1
550 18 -1
550 24 1
550 47 -1
550 32 1
550 17 -1
550 97 -1
550 94 -1
550 105 -1
550 69 -1
550 97 1
550 105 1
550 94 1
550 89 -1
550 77 1
550 68 1
550 64 1
550 154 1
550 161 -1
550 127 1
550 162 1
550 147 -1
550 154 -1
550 162 -1
550 161 1
550 140 1
550 144 1
550 131 1
550 132 1
550 184 1
550 208 -1
550 195 -1
550 208 1
550 195 1
550 206 -1
551 43 1
551 17 -1
551 22 1
551 50 -1
551 49 1
551 28 -1
551 96 -1
551 113 -1
551 110 -1
551 80 -1
551 100 1
551 113 1
551 102 1
551 106 -1
551 68 1
551 89 1
551 69 1
551 153 1
551 168 -1
551 131 1
551 167 1
551 145 -1
551 157 -1
551 170 -1
551 169 1
551 159 1
551 169 1
551 142 1
551 147 1
551 188 1
551 217 -1
551 209 -1
551 209 1
551 193 1
551 216 -1
552 55 1
552 27 -1
552 52 1
552 56 -1
552 28 1
552 37 -1
552 95 -1
552 103 -1
552 111 -1
552 109 -1
552 111 1
552 95 1
552 100 1
552 85 -1
552 83 1
552 97 1
552 94 1
552 152 1
552 167 -1
552 144 1
552 168 1
552 150 -1
552 168 -1
552 152 -1
552 153 1
552 137 1
552 145 1
552 151 1
552 161 1
552 201 1
552 224 -1
552 200 -1
552 210 1
552 223 1
552 220 -1
553 40 1
553 41 -1
553 40 1
553 41 -1
553 47 1
553 41 -1
553 94 -1
553 105 -1
553 104 -1
553 92 -1
553 99 1
553 92 1
553 91 1
553 104 -1
553 104 1
553 92 1
553 92 1
553 151 1
553 162 -1
553 154 1
553 161 1
553 155 -1
553 156 -1
553 149 -1
553 148 1
553 156 1
553 149 1
553 155 1
553 155 1
553 211 1
553 212 -1
553 212 -1
553 211 1
553 211 1
553 212 -1
554 41 1
554 40 -1
554 41 1
554 40 -1
554 35 1
554 40 -1
554 99 -1
554 91 -1
554 92 -1
554 104 -1
554 94 1
554 104 1
554 105 1
554 92 -1
554 92 1
554 104 1
554 104 1
554 156 1
554 148 -1
554 155 1
554 149 1
554 154 -1
554 151 -1
554 161 -1
554 162 1
554 151 1
554 161 1
554 154 1
554 154 1
554 212 1
554 211 -1
554 211 -1
554 212 1
554 212 1
554 211 -1
555 35 1
555 20 -1
555 23 1
555 35 -1
555 33 1
555 11 -1
555 98 -1
555 99 -1
555 91 -1
555 79 -1
555 98 1
555 91 1
555 99 1
555 90 -1
555 75 1
555 72 1
555 73 1
555 155 1
555 149 -1
555 135 1
555 148 1
555 146 -1
555 155 -1
555 148 -1
555 149 1
555 145 1
555 143 1
555 125 1
555 123 1
555 192 1
555 213 -1
555 194 -1
555 213 1
555 194 1
555 218 -1
556 44 1
556 51 -1
556 54 1
556 49 -1
556 46 1
556 46 -1
556 103 -1
556 106 -1
556 112 -1
556 96 -1
556 113 1
556 100 1
556 101 1
556 103 -1
556 93 1
556 101 1
556 96 1
556 160 1
556 170 -1
556 165 1
556 169 1
556 164 -1
556 170 -1
556 157 -1
556 160 1
556 153 1
556 164 1
556 160 1
556 164 1
556 222 1
556 226 -1
556 214 -1
556 214 1
556 225 1
556 227 -1
557 38 1
557 36 -1
557 39 1
557 31 -1
557 42 1
557 32 -1
557 102 -1
557 111 -1
557 107 -1
557 111 -1
557 86 1
557 87 1
557 83 1
557 99 -1
557 108 1
557 79 1
557 84 1
557 159 1
557 163 -1
557 166 1
557 164 1
557 163 -1
557 143 -1
557 144 -1
557 144 1
557 162 1
557 162 1
557 146 1
557 126 1
557 223 1
557 200 -1
557 219 -1
557 215 1
557 210 1
557 224 -1
558 53 1
558 45 -1
558 46 1
558 28 -1
558 20 1
558 24 -1
558 101 -1
558 96 -1
558 106 -1
558 101 -1
558 79 1
558 69 1
558 84 1
558 77 -1
558 112 1
558 87 1
558 88 1
558 158 1
558 164 -1
558 152 1
558 163 1
558 160 -1
558 136 -1
558 126 -1
558 126 1
558 129 1
558 125 1
558 138 1
558 143 1
558 209 1
558 193 -1
558 188 -1
558 216 1
558 217 1
558 209 -1
559 50 1
559 31 -1
559 38 1
559 43 -1
559 31 1
559 18 -1
559 100 -1
559 102 -1
559 113 -1
559 95 -1
559 96 1
559 110 1
